regulon_name,regulated_genes,regulated_operon,regulated_tu,total_of_regulatory_interaction,total_of_binding_sites,geneId,leftEndPos,rightEndPos,strand,geneSynonyms,otherDbsGeneIds,productId,productName,productSynonyms,otherDbsProductsIds 
laci,3,1,1,3,3,RDBECOLIGNC00517,366428.0,367510.0,reverse,EG10525,[STRING:511145.b0345][ASAP:ABE-0001189][ECHOBASE:EB0520][OU-MICROARRAY:b0345][CGSC:578][ECOCYC:EG10525][REFSEQ:b0345],RDBECOLIPDC03963,DNA-binding transcriptional repressor LacI,"LacI,transcriptional repressor of the lac operon",[INTERPRO:IPR010982][ALPHAFOLD:P03023][PFAM:PF13377][MINT:P03023][PDB:1LBI][SMR:P03023][DIP:DIP-10079N][SMART:SM00354][PROSITE:PS00356][PRIDE:P03023][PRINTS:PR00036][PRODB:PRO_000023070][ECOLIWIKI:b0345][REFSEQ:NP_414879][MODBASE:P03023][UNIPROT:P03023][ECOCYC:PD00763] 
leuo,24,7,10,22,18,RDBECOLIGNC00523,84368.0,85312.0,forward,EG10531,[STRING:511145.b0076][ASAP:ABE-0000280][ECHOBASE:EB0526][OU-MICROARRAY:b0076][CGSC:35918][ECOCYC:EG10531][REFSEQ:b0076],RDBECOLIPDC03961,DNA-binding transcriptional dual regulator LeuO,LeuO,[ALPHAFOLD:P10151][PDB:6GZ2][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P10151][SMR:P10151][PROSITE:PS50931][PRINTS:PR00039][ECOLIWIKI:b0076][MODBASE:P10151][REFSEQ:NP_414618][UNIPROT:P10151][ECOCYC:PD00519] 
nikr,6,1,1,1,1,RDBECOLIGNC01472,3618588.0,3618989.0,forward,"yhhG,EG11519",[STRING:511145.b3481][ASAP:ABE-0011366][ECHOBASE:EB1481][OU-MICROARRAY:b3481][ECOCYC:EG11519][REFSEQ:b3481],RDBECOLIPDC01068,DNA-binding transcriptional repressor NikR,"YhhG,NikR",[INTERPRO:IPR013321][ALPHAFOLD:P0A6Z6][PFAM:PF08753][PRIDE:P0A6Z6][PDB:1Q5Y][SMR:P0A6Z6][DIP:DIP-48066N][PRODB:PRO_000023389][ECOLIWIKI:b3481][MODBASE:P0A6Z6][UNIPROT:P0A6Z6][REFSEQ:NP_417938][ECOCYC:EG11519-MONOMER] 
lexa,62,36,42,51,48,RDBECOLIGNC00525,4257115.0,4257723.0,forward,"exrA,spr,tsl,umuA,EG10533",[STRING:511145.b4043][ASAP:ABE-0013241][ECHOBASE:EB0528][OU-MICROARRAY:b4043][CGSC:558][ECOCYC:EG10533][REFSEQ:b4043],RDBECOLIPDC03922,DNA-binding transcriptional repressor LexA,"Tsl,Spr,UmuA,ExrA,LexA",[ALPHAFOLD:P0A7C2][INTERPRO:IPR006199][PFAM:PF00717][PDB:1LEB][SMR:P0A7C2][DIP:DIP-51082N][PRIDE:P0A7C2][PRINTS:PR00726][PRODB:PRO_000023087][ECOLIWIKI:b4043][MODBASE:P0A7C2][UNIPROT:P0A7C2][REFSEQ:NP_418467][ECOCYC:PD00205] 
maze,3,1,2,4,2,RDBECOLIGNC00563,2911091.0,2911339.0,reverse,"chpAI,chpR,EG10571",[STRING:511145.b2783][ASAP:ABE-0009122][ECHOBASE:EB0566][OU-MICROARRAY:b2783][CGSC:33283][ECOCYC:EG10571][REFSEQ:b2783],RDBECOLIPDC00546,antitoxin of the MazF-MazE toxin-antitoxin system MazE,"MazE,ChpR,ChpAI",[ALPHAFOLD:P0AE72][DISPROT:DP01291][PANTHER:PTHR40516][INTERPRO:IPR007159][PFAM:PF04014][PRIDE:P0AE72][PDB:1UB4][PROSITE:PS51740][SMR:P0AE72][SMART:SM00966][PRODB:PRO_000022285][ECOLIWIKI:b2783][MODBASE:P0AE72][SWISSMODEL:P0AE72][UNIPROT:P0AE72][REFSEQ:NP_417263][ECOCYC:EG10571-MONOMER] 
oxyr,45,29,34,64,56,RDBECOLIGNC00673,4158490.0,4159407.0,forward,"momR,mor,EG10681",[STRING:511145.b3961][ASAP:ABE-0012973][ECHOBASE:EB0675][OU-MICROARRAY:b3961][CGSC:28841][ECOCYC:EG10681][REFSEQ:b3961],RDBECOLIPDC03924,DNA-binding transcriptional dual regulator OxyR,"Mor,MomR,OxyR,bifunctional regulatory protein sensor for oxidative stress",[ALPHAFOLD:P0ACQ4][INTERPRO:IPR005119][PFAM:PF03466][DIP:DIP-10419N][PDB:1I69][SMR:P0ACQ4][PROSITE:PS50931][PRIDE:P0ACQ4][PRINTS:PR00039][PRODB:PRO_000023474][ECOLIWIKI:b3961][MODBASE:P0ACQ4][UNIPROT:P0ACQ4][REFSEQ:NP_418396][ECOCYC:PD00214] 
dica,9,2,2,3,3,RDBECOLIGNC00220,1647934.0,1648341.0,forward,"ftsT,EG10226",[STRING:511145.b1570][ASAP:ABE-0005248][ECHOBASE:EB0222][OU-MICROARRAY:b1570][CGSC:18427][ECOCYC:EG10226][REFSEQ:b1570],RDBECOLIPDC00428,DNA-binding transcriptional dual regulator DicA,"FtsT,DicA",[ALPHAFOLD:P06966][PFAM:PF01381][SMR:P06966][INTERPRO:IPR001387][SMART:SM00530][PROSITE:PS50943][PRIDE:P06966][PRODB:PRO_000022443][ECOLIWIKI:b1570][MODBASE:P06966][SWISSMODEL:P06966][REFSEQ:NP_416088][UNIPROT:P06966][ECOCYC:EG10226-MONOMER] 
metj,15,10,12,34,30,RDBECOLIGNC00580,4128078.0,4128395.0,reverse,EG10588,[STRING:511145.b3938][ASAP:ABE-0012874][ECHOBASE:EB0583][OU-MICROARRAY:b3938][CGSC:508][ECOCYC:EG10588][REFSEQ:b3938],RDBECOLIPDC03988,DNA-binding transcriptional repressor MetJ,MetJ,[ALPHAFOLD:P0A8U6][PFAM:PF01340][PDB:1CMC][SMR:P0A8U6][DIP:DIP-47929N][INTERPRO:IPR002084][PRIDE:P0A8U6][PRODB:PRO_000023215][ECOLIWIKI:b3938][REFSEQ:NP_418373][UNIPROT:P0A8U6][ECOCYC:PD04032] 
mlc,10,5,9,10,7,RDBECOLIGNC03705,1667344.0,1668564.0,reverse,"dgsA,G6852",[MIM:605820][STRING:511145.b1594][ASAP:ABE-0005323][ECHOBASE:EB2950][OU-MICROARRAY:b1594][ECOCYC:G6852][REFSEQ:b1594],RDBECOLIPDC03972,DNA-binding transcriptional repressor Mlc,"Mlc,DgsA",[ALPHAFOLD:P50456][INTERPRO:IPR000600][PANTHER:PTHR18964][PFAM:PF00480][SMR:P50456][DIP:DIP-10219N][PRIDE:P50456][PDB:3BP8][PRODB:PRO_000023242][ECOLIWIKI:b1594][MODBASE:P50456][REFSEQ:NP_416111][UNIPROT:P50456][ECOCYC:PD01896] 
hipb,8,3,3,8,8,RDBECOLIGNC00435,1592176.0,1592442.0,reverse,EG10442,[STRING:511145.b1508][ASAP:ABE-0005024][ECHOBASE:EB0437][OU-MICROARRAY:b1508][ECOCYC:EG10442][REFSEQ:b1508],RDBECOLIPDC00503,antitoxin/DNA-binding transcriptional repressor HipB,HipB,[ALPHAFOLD:P23873][DISPROT:DP02899][PDB:3DNV][PFAM:PF01381][PRIDE:P23873][DIP:DIP-9899N][SMR:P23873][INTERPRO:IPR001387][SMART:SM00530][PROSITE:PS50943][PRODB:PRO_000022890][ECOLIWIKI:b1508][MODBASE:P23873][REFSEQ:NP_416025][UNIPROT:P23873][ECOCYC:EG10442-MONOMER] 
lysr,2,2,2,2,0,RDBECOLIGNC00543,2979021.0,2979956.0,forward,EG10551,[STRING:511145.b2839][ASAP:ABE-0009313][ECHOBASE:EB0546][OU-MICROARRAY:b2839][CGSC:18187][ECOCYC:EG10551][REFSEQ:b2839],RDBECOLIPDC03949,DNA-binding transcriptional dual regulator LysR,"LysR,positive regulator for lys",[ALPHAFOLD:P03030][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P03030][SMR:P03030][DIP:DIP-10135N][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000023140][ECOLIWIKI:b2839][MODBASE:P03030][REFSEQ:NP_417316][UNIPROT:P03030][ECOCYC:PD00360] 
dsdc,3,3,3,3,1,RDBECOLIGNC02424,2476694.0,2477629.0,reverse,EG13161,[STRING:511145.b2364][ASAP:ABE-0007797][ECHOBASE:EB2953][ECOO157CYC:Z0885][OU-MICROARRAY:b2364][ECOCYC:EG13161][REFSEQ:b2364],RDBECOLIPDC03942,DNA-binding transcriptional dual regulator DsdC,DsdC,[ALPHAFOLD:P46068][INTERPRO:IPR011781][PFAM:PF03466][PRIDE:P46068][SMR:P46068][DIP:DIP-9480N][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000022486][ECOLIWIKI:b2364][MODBASE:P46068][ECOO157CYC:Z0885-MONOMER][REFSEQ:NP_416865][UNIPROT:P46068][ECOCYC:PD00297] 
envy,2,2,3,3,1,RDBECOLIGNC00262,586147.0,586908.0,reverse,EG10268,[STRING:511145.b0566][ASAP:ABE-0001935][ECHOBASE:EB0264][OU-MICROARRAY:b0566][CGSC:18406][ECOCYC:EG10268][REFSEQ:b0566],RDBECOLIPDC03965,DNA-binding transcriptional activator EnvY,"EnvY,envelope protein; thermoregulation of porin biosynthesis",[ALPHAFOLD:P10805][PFAM:PF12833][SMR:P10805][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRIDE:P10805][PRINTS:PR00032][PRODB:PRO_000022526][ECOLIWIKI:b0566][MODBASE:P10805][REFSEQ:NP_415098][UNIPROT:P10805][ECOCYC:PD00969] 
punr,1,0,0,1,1,RDBECOLIGNC02036,1738866.0,1739798.0,reverse,"ydhB,EG12140",[STRING:511145.b1659][ASAP:ABE-0005547][ECHOBASE:EB2061][OU-MICROARRAY:b1659][ECOCYC:EG12140][REFSEQ:b1659],RDBECOLIPDC01427,DNA-binding transcriptional activator PunR,"PunR,putative LysR family DNA-binding transcriptional regulator YdhB,YdhB",[ALPHAFOLD:P0ACR2][INTERPRO:IPR005119][PFAM:PF03466][SMR:P0ACR2][PROSITE:PS50931][PRIDE:P0ACR2][ECOLIWIKI:b1659][MODBASE:P0ACR2][UNIPROT:P0ACR2][REFSEQ:NP_416176][ECOCYC:EG12140-MONOMER] 
rpon,6,0,0,6,6,RDBECOLIGNC00888,3344717.0,3346150.0,forward,"glnF,ntrA,EG10898",[STRING:511145.b3202][ASAP:ABE-0010514][ECHOBASE:EB0891][OU-MICROARRAY:b3202][CGSC:17926][ECOCYC:EG10898][REFSEQ:b3202],RDBECOLIPDC04196,RNA polymerase sigma factor RpoN,"NtrA,GlnF,RpoN,sigma N factor,sigma 54 factor,sigma N,&sigma;54,RNA polymerase, sigma 54 (sigma N) factor",[ALPHAFOLD:P24255][DISPROT:DP01169][INTERPRO:IPR000394][PANTHER:PTHR32248][PFAM:PF04552][PDB:2MT3][SMR:P24255][DIP:DIP-10776N][PROSITE:PS00717][PRIDE:P24255][PRINTS:PR00045][PRODB:PRO_000023850][ECOLIWIKI:b3202][REFSEQ:NP_417669][UNIPROT:P24255][ECOCYC:RPON-MONOMER] 
yidz,4,0,0,4,4,RDBECOLIGNC01658,3892765.0,3893724.0,forward,EG11721,[STRING:511145.b3711][ASAP:ABE-0012141][ECHOBASE:EB1672][OU-MICROARRAY:b3711][ECOCYC:EG11721][REFSEQ:b3711],RDBECOLIPDC01167,DNA-binding transcriptional dual regulator YidZ,"YidZ,LysR-type transcriptional regulator YidZ",[ALPHAFOLD:P31463][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P31463][SMR:P31463][DIP:DIP-12458N][PROSITE:PS50931][ECOLIWIKI:b3711][MODBASE:P31463][REFSEQ:NP_418167][UNIPROT:P31463][ECOCYC:EG11721-MONOMER] 
ycit,4,0,0,4,4,RDBECOLIGNC03500,1343597.0,1344346.0,reverse,"deoT,G6638",[STRING:511145.b1284][ASAP:ABE-0004312][ECHOBASE:EB3664][OU-MICROARRAY:b1284][ECOCYC:G6638][REFSEQ:b1284],RDBECOLIPDC02221,DNA-binding transcriptional dual regulator YciT,"YciT,DeoT",[ALPHAFOLD:P76034][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-11592N][SMART:SM00420][PROSITE:PS00894][PRIDE:P76034][PRINTS:PR00037][ECOLIWIKI:b1284][MODBASE:P76034][REFSEQ:NP_415800][UNIPROT:P76034][ECOCYC:G6638-MONOMER] 
aaer,3,1,1,1,1,RDBECOLIGNC04482,3389520.0,3390449.0,forward,"yhcS,qseA,G7688",[STRING:511145.b3243][ASAP:ABE-0010639][ECHOBASE:EB2676][OU-MICROARRAY:b3243][ECOCYC:G7688][REFSEQ:b3243],RDBECOLIPDC03063,DNA-binding transcriptional activator AaeR,"YhcS,AaeR,QseA,quorum sensing transcriptional regulator of LYSR-type,LysR-type transcriptional regulator AaeR",[ALPHAFOLD:P67662][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P67662][DIP:DIP-12291N][SMR:P67662][PROSITE:PS50931][PRODB:PRO_000022023][ECOLIWIKI:b3243][MODBASE:P67662][UNIPROT:P67662][REFSEQ:NP_417710][ECOCYC:G7688-MONOMER] 
yfec,6,0,0,6,6,RDBECOLIGNC01394,2518467.0,2518811.0,forward,EG11431,[STRING:511145.b2398][ASAP:ABE-0007907][ECHOBASE:EB1401][OU-MICROARRAY:b2398][ECOCYC:EG11431][REFSEQ:b2398],RDBECOLIPDC01022,DNA-binding transcriptional dual regulator YfeC,YfeC,[ALPHAFOLD:P0AD37][PFAM:PF07037][PRIDE:P0AD37][DIP:DIP-12012N][SMR:P0AD37][INTERPRO:IPR009061][ECOLIWIKI:b2398][MODBASE:P0AD37][UNIPROT:P0AD37][REFSEQ:NP_416897][ECOCYC:EG11431-MONOMER] 
ygbi,2,0,0,1,1,RDBECOLIGNC04230,2860467.0,2861234.0,reverse,G7416,[STRING:511145.b2735][ASAP:ABE-0008982][ECHOBASE:EB2906][OU-MICROARRAY:b2735][ECOCYC:G7416][REFSEQ:b2735],RDBECOLIPDC02837,DNA-binding transcriptional repressor YgbI,YgbI,[ALPHAFOLD:P52598][INTERPRO:IPR014036][PFAM:PF00455][PRIDE:P52598][DIP:DIP-12110N][SMART:SM00420][PROSITE:PS00894][PRINTS:PR00037][ECOLIWIKI:b2735][MODBASE:P52598][REFSEQ:NP_417215][UNIPROT:P52598][ECOCYC:G7416-MONOMER] 
yiep,5,0,0,5,5,RDBECOLIGNC01670,3940635.0,3941327.0,reverse,EG11733,[STRING:511145.b3755][ASAP:ABE-0012275][ECHOBASE:EB1684][OU-MICROARRAY:b3755][ECOCYC:EG11733][REFSEQ:b3755],RDBECOLIPDC01178,DNA-binding transcriptional dual regulator YieP,YieP,[ALPHAFOLD:P31475][INTERPRO:IPR011711][PFAM:PF07729][PRIDE:P31475][SMR:P31475][SMART:SM00895][PROSITE:PS50949][PRINTS:PR00035][ECOLIWIKI:b3755][REFSEQ:YP_026245][MODBASE:P31475][UNIPROT:P31475][ECOCYC:EG11733-MONOMER] 
yeie,15,0,0,15,15,RDBECOLIGNC02005,2248737.0,2249618.0,reverse,EG12105,[STRING:511145.b2157][ASAP:ABE-0007138][ECHOBASE:EB2029][OU-MICROARRAY:b2157][ECOCYC:EG12105][REFSEQ:b2157],RDBECOLIPDC01402,DNA-binding transcriptional dual regulator YeiE,YeiE,[ALPHAFOLD:P0ACR4][INTERPRO:IPR005119][PFAM:PF03466][DIP:DIP-11918N][SMR:P0ACR4][PROSITE:PS50931][PRIDE:P0ACR4][PRINTS:PR00039][ECOLIWIKI:b2157][MODBASE:P0ACR4][UNIPROT:P0ACR4][REFSEQ:NP_416662][ECOCYC:EG12105-MONOMER] 
yafc,1,0,0,1,1,RDBECOLIGNC01591,229967.0,230881.0,reverse,EG11649,[STRING:511145.b0208][ASAP:ABE-0000694][ECHOBASE:EB1602][OU-MICROARRAY:b0208][ECOCYC:EG11649][REFSEQ:b0208],RDBECOLIPDC01127,DNA-binding transcriptional regulator YafC,"YafC,predicted DNA-binding transcriptional regulator LYSR-type",[ALPHAFOLD:P30864][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P30864][SMR:P30864][DIP:DIP-11210N][PROSITE:PS50931][PRINTS:PR00039][ECOLIWIKI:b0208][MODBASE:P30864][REFSEQ:NP_414744][UNIPROT:P30864][ECOCYC:EG11649-MONOMER] 
srsr,38,5,5,21,17,RDBECOLIGNC04328,3066277.0,3067173.0,reverse,"ygfI,G7518",[STRING:511145.b2921][ASAP:ABE-0009585][ECHOBASE:EB2801][OU-MICROARRAY:b2921][ECOCYC:G7518][REFSEQ:b2921],RDBECOLIPDC02926,DNA-binding transcriptional activator YgfI,"SrsR,YgfI,DhfA",[ALPHAFOLD:P52044][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P52044][SMR:P52044][PROSITE:PS50931][ECOLIWIKI:b2921][MODBASE:P52044][REFSEQ:NP_417396][UNIPROT:P52044][ECOCYC:G7518-MONOMER] 
yiau,6,0,0,5,5,RDBECOLIGNC02165,3751992.0,3752966.0,forward,EG12289,[STRING:511145.b3585][ASAP:ABE-0011710][ECHOBASE:EB2197][OU-MICROARRAY:b3585][ECOCYC:EG12289][REFSEQ:b3585],RDBECOLIPDC01521,DNA-binding transcriptional activator YiaU,"YiaU,LpsR,CsuR",[ALPHAFOLD:P37682][INTERPRO:IPR005119][PFAM:PF03466][SMR:P37682][DIP:DIP-12411N][PROSITE:PS50931][PRIDE:P37682][ECOLIWIKI:b3585][MODBASE:P37682][REFSEQ:NP_418042][UNIPROT:P37682][ECOCYC:EG12289-MONOMER] 
citr,3,0,0,1,1,RDBECOLIGNC03209,636716.0,637618.0,reverse,"ybdO,G6332",[STRING:511145.b0603][ASAP:ABE-0002077][ECHOBASE:EB3305][OU-MICROARRAY:b0603][ECOCYC:G6332][REFSEQ:b0603],RDBECOLIPDC01986,DNA-binding transcriptional repressor CitR,"CitR,YbdO",[ALPHAFOLD:P77746][INTERPRO:IPR005119][PFAM:PF03466][SMR:P77746][PROSITE:PS50931][PRIDE:P77746][PRINTS:PR00039][ECOLIWIKI:b0603][MODBASE:P77746][REFSEQ:NP_415136][UNIPROT:P77746][ECOCYC:G6332-MONOMER] 
ptrr,1,0,0,1,1,RDBECOLIGNC03665,1614804.0,1615685.0,forward,"yneJ,G6812",[STRING:511145.b1526][ASAP:ABE-0005096][ECHOBASE:EB3579][OU-MICROARRAY:b1526][ECOCYC:G6812][REFSEQ:b1526],RDBECOLIPDC02354,DNA-binding transcriptional repressor PtrR,"YneJ,PtrR",[ALPHAFOLD:P77309][INTERPRO:IPR005119][PFAM:PF03466][SMR:P77309][PROSITE:PS50931][PRIDE:P77309][ECOLIWIKI:b1526][MODBASE:P77309][REFSEQ:NP_416043][UNIPROT:P77309][ECOCYC:G6812-MONOMER] 
fimz,5,0,0,4,3,RDBECOLIGNC01090,563848.0,564480.0,reverse,"ybcA,EG11103",[STRING:511145.b0535][ASAP:ABE-0001836][ECHOBASE:EB1095][OU-MICROARRAY:b0535][ECOCYC:EG11103][REFSEQ:b0535],RDBECOLIPDC00808,LuxR family transcriptional regulator FimZ,"YbcA,FimZ",[ALPHAFOLD:P0AEL8][PFAM:PF00196][PRIDE:P0AEL8][INTERPRO:IPR011006][SMR:P0AEL8][DIP:DIP-48119N][SMART:SM00421][PROSITE:PS00622][PRINTS:PR00038][PRODB:PRO_000022625][ECOLIWIKI:b0535][MODBASE:P0AEL8][UNIPROT:P0AEL8][REFSEQ:NP_415068][ECOCYC:EG11103-MONOMER] 
cyar,9,8,9,10,7,RDBECOLIGNC02880,2167114.0,2167200.0,forward,"ryeE,G0-8878",[ASAP:ABE-0047258][ECHOBASE:EB4522][ECOCYC:G0-8878][REFSEQ:b4438],RDBECOLIPDC04230,small regulatory RNA CyaR,"CyaR,RyeE",[ECOLIWIKI:b4438][ECOCYC:RYEE-RNA] 
gcvb,59,16,17,40,38,RDBECOLIGNC02870,2942696.0,2942901.0,forward,"psrA11,IS145,G0-8867",[ASAP:ABE-0047263][ECHOBASE:EB4291][ECOCYC:G0-8867][REFSEQ:b4443],RDBECOLIPDC03275,small regulatory RNA GcvB,"GcvB,PsrA11,IS145",[ECOLIWIKI:b4443][ECOCYC:GCVB-RNA] 
chix,6,2,2,3,3,RDBECOLIGNC02920,507204.0,507287.0,forward,"sroB,rybC,micM,G0-9382",[ASAP:ABE-0285117][ECOCYC:G0-9382][REFSEQ:b4585],RDBECOLIPDC04122,small regulatory RNA ChiX,"SroB,RybC,MicM,ChiX",[ECOLIWIKI:b4585][ECOCYC:RNA0-123] 
ryhb,43,14,15,23,21,RDBECOLIGNC02875,3580922.0,3581016.0,reverse,"psrA18,IS176,sraI,G0-8872",[ASAP:ABE-0047271][ECHOBASE:EB4294][ECOCYC:G0-8872][REFSEQ:b4451],RDBECOLIPDC04281,small regulatory RNA RyhB,"SraI,PsrA18,RyhB,IS176,RyhB small regulatory RNA involved in iron homeostasis",[ECOLIWIKI:b4451][ECOCYC:SRAI-RNA] 
micc,1,1,3,3,1,RDBECOLIGNC02901,1437121.0,1437231.0,forward,"IS063,tke8,G0-8901",[ASAP:ABE-0047248][ECHOBASE:EB4512][ECOCYC:G0-8901][REFSEQ:b4427],RDBECOLIPDC04329,small regulatory RNA MicC,"Tke8,IS063,MicC",[ECOLIWIKI:b4427][ECOCYC:TKE8-RNA] 
mgrr,4,3,4,5,4,RDBECOLIGNC02699,1622817.0,1622914.0,reverse,G0-10671,[ASAP:ABE-0285266][ECOCYC:G0-10671][REFSEQ:b4698],RDBECOLIPDC04149,small regulatory RNA MgrR,MgrR,[ECOCYC:RNA0-348] 
fnrs,19,8,9,14,12,RDBECOLIGNC02700,1409129.0,1409250.0,forward,"rydA,G0-10677",[ECOCYC:G0-10677][REFSEQ:b4699],RDBECOLIPDC04150,small regulatory RNA FnrS,FnrS,[ECOCYC:RNA0-349] 
mica,18,9,12,21,17,RDBECOLIGNC02869,2814802.0,2814874.0,forward,"sraD,psrA10,G0-8866",[ASAP:ABE-0047262][ECHOBASE:EB4528][ECOCYC:G0-8866][REFSEQ:b4442],RDBECOLIPDC04277,small regulatory RNA MicA,"SraD,PsrA10,MicA",[ECOLIWIKI:b4442][ECOCYC:SRAD-RNA] 
omra,12,4,6,10,8,RDBECOLIGNC02871,2976102.0,2976189.0,reverse,"psrA12,rygA,PAIR2a,t59,sraE,G0-8868",[ASAP:ABE-0047264][ECHOBASE:EB4530][ECOCYC:G0-8868][REFSEQ:b4444],RDBECOLIPDC04278,small regulatory RNA OmrA,"SraE,PsrA12,RygA,PAIR2a,T59,OmrA",[ECOLIWIKI:b4444][ECOCYC:SRAE-RNA] 
omrb,12,4,6,10,8,RDBECOLIGNC02884,2976304.0,2976385.0,reverse,"PAIR2b,t59,rygB,G0-8882",[ASAP:ABE-0047265][ECHOBASE:EB4531][ECOCYC:G0-8882][REFSEQ:b4445],RDBECOLIPDC04232,small regulatory RNA OmrB,"RygB,PAIR2b,T59,OmrB",[ECOLIWIKI:b4445][ECOCYC:RYGB-RNA] 
arcz,5,4,5,5,4,RDBECOLIGNC02874,3350577.0,3350697.0,forward,"psrA16,sraH,ryhA,G0-8871",[ASAP:ABE-0047270][ECHOBASE:EB4537][ECOCYC:G0-8871][REFSEQ:b4450],RDBECOLIPDC04280,small regulatory RNA ArcZ,"SraH,PsrA16,RyhA,ArcZ",[ECOLIWIKI:b4450][ECOCYC:SRAH-RNA] 
rybb,15,8,13,17,11,RDBECOLIGNC02882,887979.0,888057.0,reverse,"p25,G0-8880",[ASAP:ABE-0047241][ECHOBASE:EB4506][ECOCYC:G0-8880][REFSEQ:b4417],RDBECOLIPDC04224,small regulatory RNA RybB,"RybB,P25",[ECOLIWIKI:b4417][ECOCYC:RYBB-RNA] 
sgrs,10,5,6,10,9,RDBECOLIGNC02945,77367.0,77593.0,forward,"ryaA,G0-9941",[ASAP:ABE-0285090][ECHOBASE:EB4546][ECOCYC:G0-9941][REFSEQ:b4577],RDBECOLIPDC04132,small regulatory RNA SgrS,"SgrS,RyaA",[ECOLIWIKI:b4577][ECOCYC:RNA0-241] 
spf,27,0,0,27,19,RDBECOLIGNC02535,4049899.0,4050009.0,forward,EG30098,[ASAP:ABE-0012621][ECHOBASE:EB4261][OU-MICROARRAY:b3864][CGSC:157][ECOCYC:EG30098][REFSEQ:b3864],RDBECOLIPDC04273,small regulatory RNA Spot 42,"Spf,Spf RNA,IS197",[ECOLIWIKI:b3864][ECOCYC:SPF-RNA] 
mcas,6,2,3,4,3,RDBECOLIGNC02899,1405658.0,1405751.0,reverse,"IS061,isrA,G0-8899",[ASAP:ABE-0047247][ECHOBASE:EB4510][ECOCYC:G0-8899][REFSEQ:b4426],RDBECOLIPDC03411,small regulatory RNA McaS,"IS061,IsrA,McaS",[ECOLIWIKI:b4426][ECOCYC:IS061-RNA] 
rpra,8,3,5,11,7,RDBECOLIGNC02867,1770372.0,1770477.0,forward,"psrA5,IS083,G0-8863",[ASAP:ABE-0047251][ECHOBASE:EB4292][ECOCYC:G0-8863][REFSEQ:b4431],RDBECOLIPDC04198,small regulatory RNA RprA,"RprA,PsrA5,IS083",[ECOLIWIKI:b4431][ECOCYC:RPRA-RNA] 
micf,5,4,6,6,4,RDBECOLIGNC02500,2313084.0,2313176.0,forward,"stc,EG30063",[ASAP:ABE-0047259][ECHOBASE:EB4226][CGSC:18157][ECOCYC:EG30063][REFSEQ:b4439],RDBECOLIPDC03508,small regulatory RNA MicF,"MicF,Stc",[ECOLIWIKI:b4439][ECOCYC:MICF-RNA] 
symr,1,1,1,1,1,RDBECOLIGNC02670,4579835.0,4579911.0,forward,"ryjC,G0-10610",[ECOCYC:G0-10610][REFSEQ:b4625],RDBECOLIPDC04148,small regulatory RNA antitoxin SymR,"RyjC,SymR",[ECOLIWIKI:b4625][ECOCYC:RNA0-334] 
sdsr,3,2,2,3,3,RDBECOLIGNC02885,1923104.0,1923207.0,reverse,"tkpe79,ryeB,G0-8883",[ASAP:ABE-0047253][ECHOBASE:EB4515][ECOCYC:G0-8883][REFSEQ:b4433],RDBECOLIPDC04227,small regulatory RNA SdsR,"RyeB,Tkpe79,SdsR",[ECOLIWIKI:b4433][ECOCYC:RYEB-RNA] 
oxys,5,2,2,5,4,RDBECOLIGNC02553,4158278.0,4158394.0,reverse,EG31116,[ASAP:ABE-0047276][ECHOBASE:EB4279][CGSC:28844][ECOCYC:EG31116][REFSEQ:b4458],RDBECOLIPDC03909,small regulatory RNA OxyS,OxyS,[ECOLIWIKI:b4458][ECOCYC:OXYS-RNA] 
rydc,12,3,5,6,4,RDBECOLIGNC02653,1491442.0,1491506.0,reverse,G0-10592,[ECOCYC:G0-10592][REFSEQ:b4597],RDBECOLIPDC04143,small regulatory RNA RydC,RydC,[ECOLIWIKI:b4597][ECOCYC:RNA0-328] 
rala,1,0,0,1,1,RDBECOLIGNC02723,1413556.0,1413734.0,forward,G0-16600,[ECOCYC:G0-16600][REFSEQ:b4714],RDBECOLIPDC04161,Rac prophage; small regulatory RNA antitoxin RalA,"RalA,RalA antitoxin of the RalRA toxin-antitoxin system",[ECOCYC:RNA0-385] 
arrs,3,2,3,3,2,RDBECOLIGNC02703,3657985.0,3658054.0,reverse,G0-10694,[ECOCYC:G0-10694][REFSEQ:b4704],RDBECOLIPDC04151,small regulatory RNA ArrS,"6H57,ArrS",[ECOCYC:RNA0-351] 
rsex,4,2,5,7,4,RDBECOLIGNC02642,2033649.0,2033739.0,forward,"IS096,G0-10574",[ECOCYC:G0-10574][REFSEQ:b4603],RDBECOLIPDC04142,small regulatory RNA RseX,RseX,[ECOLIWIKI:b4603][ECOCYC:RNA0-327] 
